Ticker,EBIT,EV,EY,ROC
ADTX,-27656413.0,7579927.694647551,-3.6486381023831074,-2.402644485337363
ADUR,-12133931.0,393699266.71063995,-0.0308203037851177,-0.731879441990323
ADUS,107085000.0,2258943153.01194,0.047404911388415974,0.08058689929516095
ADV,-294399000.0,1822179074.9090886,-0.161564252412836,-0.1062754724473404
ADVB,,5116570.951501846,,
AEBI,75770000.0,1476360321.550355,0.051322159566326214,0.07953870281686888
AEHL,-9336000.0,14365921.976688147,-0.6498712728044677,-0.2848338774140403
AEHR,-4813000.0,712060355.3572845,-0.006759258486712157,-0.031781563655573164
AEI,-3902955.0,123942495.32382345,-0.031490046975436344,-0.041810396247574905
AEIS,77482000.0,8419700501.219818,0.009202465098227029,0.034751821082077756
AEMD,-13377981.0,-2198299.4214630127,6.085604567505496,-1.985360284486594
AENT,29283000.0,962378697.5188732,0.03042773086675241,0.13370988657741412
AEP,4705700000.0,106419597427.59901,0.044218359341205486,0.027190456269458076
AERT,-21916000.0,40829185.97584784,-0.5367728862623963,-1.1791671150328205
AEVA,-146872000.0,995652623.1688004,-0.1475132958848236,-1.1990725622101757
AEYE,-3390000.0,121301472.14359379,-0.02794689907791885,-0.18036711891460494
AFRI,-8867000.0,441048021.44971466,-0.02010438675329361,-0.05660895324191118
AFRM,486915000.0,33911467643.204803,0.014358417191582927,0.04209667308198241
AFYA,1042743000.0,3606485039.3208265,0.28912999461557987,0.1134644063222759
AGAE,-13380820.0,-12906657.33367461,1.0367378364565594,-0.14938135904994276
AGCC,1019954.0,209981184.34051132,0.00485735902101597,0.48907092951163106
AGEN,-114645000.0,180263892.92164445,-0.635984268074322,-0.752930745739336
AGH,-137214.0,52304444.541528225,-0.0026233717077533635,-0.024209184119054688
AGIO,-425737000.0,1645017247.8678894,-0.25880397336368277,-0.2601355128965775
AGMH,5947359.0,3001412.912584305,1.9815197619307732,0.271686870797005
AGPU,-10939470.0,23895323.0983572,-0.45780799677708006,-2.868922945231076
AGRZ,8014555.0,19408499.955020845,0.41294046518657873,0.3259820270822114
AGYS,27164000.0,3311574485.782196,0.008202744681306435,0.07605171651109531
AHCO,262687000.0,3442544507.0,0.07630605776217493,0.05788204259024713
AHMA,1047418.0,159613060.8347969,0.006562232404553041,0.1584201574010466
AIFF,-10389000.0,13321433.667732239,-0.7798710153220739,43.46861924686193
AIFU,-31722000.0,82604723.98198986,-0.38402162092952796,-0.009096339126387843
AIHS,-3452020.0,4596283.965195417,-0.751045850547929,-1.462523270169528
AIIO,-170035000.0,143265505.56425333,-1.1868523363688601,3.215609516244941
AIMD,-14245894.0,20606068.983632088,-0.6913445748102595,-0.5603126855956169
AIOT,-26122000.0,977364138.659975,-0.026726988403538963,-0.03149460099443943
AIP,-28196000.0,753278328.9928074,-0.037431051597754415,-0.5153719612502284
AIRE,-7403215.0,60705906.06407988,-0.12195213744417753,-0.9310277264153304
AIRG,-8928000.0,43460935.63191557,-0.20542585819168874,-0.21863062004114017
AIRJ,-11219982.0,215458115.9484825,-0.0520750028403793,-0.030655960994101405
AIRO,-15260503.0,364418974.995121,-0.04187625795337445,-0.02495264573976543
AIRS,-1816000.0,231056846.45442486,-0.00785953771925213,-0.007426582749553219
AIRT,3618000.0,174533160.0,0.02072958514015331,0.02075279055627574
AISP,-56461794.0,94447849.12853503,-0.5978092092193712,-6.319391790737405
AIXC,-5243914.0,,,
AKAM,614130000.0,16802934642.564186,0.03654897272791401,0.054447667761506925
AKBA,-51225000.0,401779961.69781804,-0.12749515875191092,-0.3411043189899716
ALAB,-116066000.0,27920888145.9541,-0.0041569594560629565,-0.11564770226092225
ALBT,-5466421.0,9585750.982872248,-0.5702652833113819,-0.7677294485975481
ALCO,-181083000.0,314329684.23324585,-0.5760925839432612,-0.5359879709574396
ALCY,4275536.0,55390041.19895172,0.07718961581275943,
ALDX,-53925203.0,211053037.49988937,-0.2555054579587762,-0.6250615699266642
ALEC,-144997000.0,201604589.67905045,-0.7192147769593523,-0.38122995214807803
ALF,-467492.0,381709582.33816147,-0.0012247321566736114,
ALGM,-55330000.0,5919204425.812302,-0.009347539976608761,-0.033893466824464556
ALGN,671764000.0,11166841035.921326,0.060157030787765284,0.12079733390060893
ALGS,-89154000.0,30760063.952594757,-2.8983684864049004,-1.6010990787134314
ALGT,-197392000.0,3569367453.8496857,-0.055301675311435344,-0.03131409019838772
ALHC,-104503000.0,4084324221.1231537,-0.025586362478163545,-0.20686494779036968
ALKS,466328000.0,4632242165.01973,0.10067003912737231,0.24515489357720127
ALKT,-40066000.0,2391687258.5,-0.016752190261333868,-0.09353631518371787
ALLO,-256966000.0,350385916.70319366,-0.7333799326691313,-0.3987381448929937
ALLR,-24243000.0,443351.46403312683,-54.681222386103556,-2.000247524752475
ALLT,-4104000.0,587094584.0,-0.006990355748197466,-0.03474903474903475
ALMS,-300754000.0,1731925789.7245846,-0.17365293697013814,-0.928903892541997
ALMU,-2307000.0,343041238.5795746,-0.006725138964494643,-0.11115393880992532
ALNT,30154000.0,1178807329.0,0.025580092062695344,0.04960869443617286
ALNY,-235517000.0,56147708105.0,-0.004194596857979801,-0.06284403290281385
ALOT,-9077000.0,112978661.31382751,-0.08034260535966416,-0.07649006901549689
ALRM,153233000.0,2440553603.7358665,0.0627861644855656,0.07794023698495244
ALT,-95050000.0,401949599.12051916,-0.2364724338772149,-0.7353908286976503
ALTI,-173292000.0,612948911.3790817,-0.2827185052178461,-0.13926206183263834
ALTO,-51167000.0,264953494.58122015,-0.19311690936884404,-0.08838216776150443
ALTS,-8407000.0,188313227.64633942,-0.04464370403012113,-0.19647113811638234
ALVO,-63576000.0,2590869330.093437,-0.024538481837564224,-0.04421915384337172
ALXO,-133121000.0,56314238.33615267,-2.3638959512400763,-0.9583462316513927
ALZN,-4496824.0,,,-1.023441063236886
AMAT,9540000000.0,232587926894.039,0.04101674634361471,0.28546635147670485
AMBA,-126595000.0,2897424321.853897,-0.04369225420148301,-0.21742528072326817
AMCI,-742194.0,170709977.03253365,-0.0043476896482655715,
AMCX,-8311000.0,2030755020.1970987,-0.004092566517055002,-0.002152562860352258
AMD,2081000000.0,340346291186.5439,0.006114360737544819,0.032328724561130964
AMGN,7764000000.0,232092544328.34045,0.03345217323748366,0.10313085291500074
AMIX,-11234000.0,,,-1.383497536945813
AMKR,495961000.0,13198368300.389801,0.03757744811420002,0.05405610134833712
AMLX,-255677000.0,1241326607.1742954,-0.20597077233526198,-1.5222493450821624
AMOD,4272153.0,30339122.871733785,0.14081333260890874,
AMPG,-7962059.0,56455047.98349619,-0.14103360610600477,-0.16471461026178486
AMPH,220107000.0,1769650478.192707,0.12437879836293375,0.125894992844633
AMPL,-107383000.0,1390013111.2575054,-0.07725322813887248,-0.3324376116427309
AMRX,203582000.0,6651039391.151962,0.03060905040959914,0.0703130207673155
AMSC,5605000.0,1387695878.25,0.004039069430016879,0.02214032343437695
AMST,-3603613.0,6857735.086391211,-0.5254815116948987,-1.2972253890384202
AMTX,-58211000.0,439110997.4746704,-0.13256557074355177,-0.1930508204767653
AMWD,136879000.0,1265368414.976921,0.10817323901869047,0.07770491784665882
AMZN,71020000000.0,2634449553518.0,0.026958193185047358,0.09172522727889144
ANAB,-95141000.0,1157616213.9699554,-0.08218699673678662,-0.20926759311804116
ANDE,232517000.0,2084152028.4096947,0.11156431816417027,0.06914133924565029
ANEB,-8102749.0,38084677.07725811,-0.2127561429380867,
ANGH,-61737566.0,34677272.42188835,-1.7803466561294812,-0.827193297921258
ANGI,40246000.0,646620173.9417686,0.062240557319240636,0.023975632379196973
ANGO,-24062000.0,,,-0.10185102879613286
ANIK,-5101000.0,112207797.16050339,-0.045460298919365365,-0.020896060431029893
ANIP,-4610000.0,2263981638.374756,-0.002036235595669133,-0.004019601004464286
ANIX,-13831000.0,106928480.25823951,-0.12934813967800907,-0.7158902691511387
ANNA,-6153986.0,73029859.38881421,-0.08426671024020334,-0.04894274678135891
ANNX,-154073000.0,803753042.143168,-0.19169196497119553,-0.4415939146235906
ANPA,1002568.0,303981315.0,0.0032981237679033004,0.22521550707454455
ANSC,-10241431.0,464921055.6298027,-0.0220283226065692,
ANTA,4855782.0,631707412.8709755,0.007686757984889723,0.01818074830961434
ANTX,-54554000.0,,,
AOUT,-154000.0,114280393.75,-0.0013475627353620315,-0.0006094520472048313
APA,1908000000.0,13905625081.024475,0.1372106603538193,0.06560984835459578
APAD,-75562.0,273175148.9108448,-0.00027660642009812137,
APEI,33066000.0,781246209.5955658,0.04232468534742402,0.050167878660065814
APGE,-216870000.0,5263923871.053207,-0.04119930403868257,-0.29357736068713913
APLD,-143494000.0,8916354679.417187,-0.016093348140495845,-0.055050953994276765
APLM,-53420000.0,35781636.76475525,-1.4929445612342267,-7.951771360523965
APLS,-156325000.0,3410146995.860676,-0.04584113241738591,-0.2175480150352711
APLT,-104299000.0,-61234978.25340396,1.7032585456042384,-1.6771833341373599
APM,-3002298.0,11113050.954010487,-0.27015965394422387,
APOG,118733000.0,1001788505.8406067,0.1185210244555266,0.09730091635758105
APP,1894265000.0,216900124421.1618,0.008733351375685917,0.3780676778196331
APPF,135644000.0,8112086633.746643,0.016721221816802953,0.22407421785305434
APPN,-67626000.0,2821612162.901718,-0.023967149308873864,-0.20218672359203882
APPS,-54075000.0,954549325.8865066,-0.05664977024605785,-0.08354990126974218
APRE,-14319655.0,,,-0.6917694361943262
APVO,-24602000.0,4251317.545023918,-5.786911878364896,-1.7184967868119587
APYX,-17400000.0,148985493.68515587,-0.11678989389913767,-0.2859067681033208
AQB,-111467916.0,6476937.006233215,-17.20997377197378,-2.74688462294712
AQMS,-23978000.0,16707975.306275368,-1.435123021219338,-0.6812318881754645
AQST,-27334000.0,726537396.3170247,-0.03762228914652151,-0.2986017041730391
ARAI,-4536266.0,96029379.51229429,-0.04723831418091417,5.171349031910916
ARAY,14088000.0,217987149.60095453,0.06462766280392847,0.04150450898999213
ARBB,,-22930882.654678345,,
ARBE,-49653000.0,149765407.59082556,-0.33153850945110824,-1.8031375966880925
ARCB,227694000.0,2185089953.7544556,0.10420349039121828,0.07533188091492435
ARCT,-80945000.0,-14124327.304325104,5.73089239975438,-0.25714376479184203
ARDX,-18776000.0,1505046185.4425316,-0.012475364664293845,-0.051896218618625256
AREB,-13634879.0,15578837.82592678,-0.875217981748832,6.71948287859583
AREC,-31317347.0,576591233.6324568,-0.05431464297974911,-0.19425125014559252
ARHS,85803000.0,1833937691.8896866,0.0467862132827363,0.0593877873077924
ARKO,124617000.0,2822256004.9311686,0.04415510137360457,0.02279457372919753
ARKR,-3425000.0,97929143.57121801,-0.034974266853556236,-0.016094244134411607
ARQ,-2016000.0,172837224.59703636,-0.011664153973197788,-0.004621510656295777
ARQQ,-37568000.0,386341193.0,-0.0972404721025956,-1.3103135572529734
ARQT,-112224000.0,3662569030.0145874,-0.030640787676718007,-0.4143094473363606
ARRY,-215751000.0,1711950320.4843245,-0.12602643746049963,-0.21268682097028116
ARTL,-10108000.0,895056.2037386894,-11.293145567595014,-3.341487603305785
ARTNA,36488000.0,508770880.0,0.07171794108971016,0.023938597314190152
ARTV,-67282000.0,87025556.05921555,-0.7731292168270517,-0.30898311389510136
ARTW,463905.0,16530179.956427574,0.028064122787702366,0.02337277322447183
ARVN,-250200000.0,820312342.747364,-0.3050057727548486,-0.2850957155879672
ARWR,140894000.0,9359716862.73285,0.015053233133684963,0.08717533692939178
ASBP,-11645848.0,18652028.754338354,-0.6243743323251764,
ASLE,9744000.0,416666288.61984396,0.023385621218063517,0.014607907219400453
ASMB,-45420000.0,461245014.9459839,-0.09847260897837369,-0.6078856500441661
ASNS,-3756000.0,2642463.259111166,-1.4214010306668898,-0.9183374083129584
ASO,575098000.0,5291124116.300964,0.10869108101778042,0.10199860134973475
ASPC,-587106.0,36873421.23668671,-0.015922200335884942,
ASPI,-32052412.0,673577867.4629045,-0.047585310545799966,-0.2893698971134054
ASPS,6010000.0,279906489.14842653,0.021471456479213908,-0.0481867819087097
ASRT,-18929000.0,49689482.538253784,-0.3809458064979321,-0.11020930977264126
ASST,-22653970.0,907782665.2032351,-0.02495527935084353,-0.8209010660349723
ASTC,-14734000.0,6069540.360648155,-2.427531431461901,-0.5053158652856848
ASTE,24600000.0,1087321398.9446106,0.022624405280607517,0.0257915705598658
ASTH,113915000.0,1596769189.6462784,0.071340930635839,0.10993947851733465
ASTI,-8464556.0,16813836.46635127,-0.5034279961589797,-1.2126787666789685
ASTS,-506321000.0,31105328396.941833,-0.016277629142464854,-0.41154204414850987
ASUR,-9816000.0,256733169.43732357,-0.03823424928502036,-0.04146811315015715
ASYS,-27966000.0,193990074.32331657,-0.14416201497706543,-0.2771352974403187
ATAI,-145281000.0,1460059408.0,-0.09950348540886221,-1.0504392465926755
ATEC,-137194000.0,3734743462.448683,-0.03673451774651446,-0.16858876918672022
ATER,-10691000.0,-1459387.8770302534,7.3256741187650505,-0.34566264670697405
ATEX,-49033000.0,370103999.80080223,-0.1324843828393927,-0.15713992705923072
ATGL,-5385607.0,304517787.28713226,-0.01768568939101698,-0.09856347617057748
ATHA,-96775000.0,-18311978.740898132,5.284792068039151,-1.979200752617801
ATHR,-3252331.0,69741455.93325233,-0.046634113906551054,-0.6877197011218925
ATLN,-118095928.0,188553397.229784,-0.6263261746277647,-4.2361624712206325
ATLX,-43858245.0,126243476.3851633,-0.34740999104136217,-0.4792167737390063
ATNI,-1418000.0,957364046.5878601,-0.0014811502531914499,-0.0005455086136887269
ATOM,-18306000.0,54458152.416401625,-0.3361480180235903,-0.6662784349408554
ATON,-6778000.0,6844987.207672119,-0.9902136840230998,
ATOS,-27621000.0,,,
ATPC,-2573343.0,3150142.5924370885,-0.8168973068641788,-1.0072178893750132
ATRA,-80800000.0,126521907.87446499,-0.6386245778096371,-5.1712
ATRC,-37267000.0,2030487611.518631,-0.018353719465506846,-0.06389103190522724
ATRO,26466000.0,2259985298.25,0.011710695649433524,0.04433849102374235
ATXG,-3942706.0,26605917.982577443,-0.1481890608917096,-0.0612932468305002
ATXS,-111558000.0,699052850.7119312,-0.1595845004943286,-0.3397574509815865
ATYR,-67914000.0,75375023.77615738,-0.9010146411586613,-0.7246324235505004
AUDC,15392000.0,238102237.13210106,0.06464449971320678,0.048402820143522915
AUID,-14229064.0,7593013.381397724,-1.8739679867890222,
AUR,-786000000.0,8793353139.414177,-0.08938569707577605,-0.3482498892334958
AURA,-96116000.0,331898739.7689414,-0.28959435057485683,-0.5107554308549079
AURE,-12686239.0,106776030.97741178,-0.11881167415450894,
AUUD,-8549527.0,538625.4008450508,-15.872862636234059,-1.7686434643663789
AVAH,156214000.0,3101979943.3019896,0.05035944875701344,0.11835487825389922
AVAV,41852000.0,15925838833.93161,0.002627930650084822,0.040594031556107774
AVBP,-94308000.0,736648904.8438568,-0.12802299627390326,-0.3657872485668407
AVGO,25939000000.0,1677585549956.5,0.015462102663361997,0.1672318642494262
AVIR,-192950000.0,208827251.57015038,-0.9239694462730751,-0.43051802731485717
AVNW,9634000.0,308520313.6971054,0.031226468962618548,0.02592112272847126
AVO,71300000.0,968699091.9860954,0.07360386789856042,0.05327654487035792
AVPT,7166000.0,2746848382.0,0.0026088079877136807,0.022581244899052444
AVR,,184590282.64218712,,
AVT,496971000.0,6672864618.700867,0.07447640981764063,0.05609411810385851
AVTX,-68512000.0,173211427.60458374,-0.3955397224506621,-0.47255847317924415
AVXL,-46377000.0,263750230.1791005,-0.1758368133688738,
AWRE,-5545000.0,33164444.975341797,-0.1671971294596602,-0.14137834323449172
AXG,-8514000.0,759267477.6802344,-0.011213439598404177,-1.5090393477490252
AXGN,-1758000.0,1560861457.738514,-0.0011263011148645533,-0.006462047417754089
AXON,388602000.0,49590219940.55493,0.007836262885420294,0.1258180070996476
AXSM,-280562000.0,8482535644.677734,-0.03307525152293764,-0.8147322141589786
AXTI,-9317000.0,1333932353.656784,-0.0069846120565700215,-0.021802414014199533
AYTU,-10042000.0,19695627.862701416,-0.5098593489886672,-0.16014416483271138
AZI,-8399000.0,24886165.12060547,-0.33749675610107244,0.2436321760394035
AZTA,-21673000.0,1496529993.5880203,-0.01448216881242566,-0.010676828036710988
BAER,7385000.0,292083248.3867035,0.025283887524499976,0.01609245756428746
BAND,-7092000.0,868915150.0069408,-0.008161901653968571,-0.0060139052479209545
BANL,-3309039.0,4540834.762219667,-0.728729225633056,-0.13930455472954228
BAOS,-26736070.0,3347583.973170042,-7.986676425231508,-1.6163274519948496
BATRA,2848000.0,3288208217.9933167,0.0008661251998628113,0.0013928891249496863
BATRK,2848000.0,3122938817.4890213,0.0009119615101169084,0.0013928891249496863
BBCP,50191000.0,717326848.8087816,0.06996949867880863,0.03910284177493292
BBGI,13936018.0,282582544.8896761,0.04931662713081165,0.024175406083760145
BBIO,-442904000.0,15361965894.599312,-0.028831205786995554,-0.5694932340340175
BBLG,-4219161.0,-506572.70583486557,8.328836021764223,
BBNX,-45251000.0,1363158620.1135616,-0.0331956966213002,-0.32341085492931576
BBOT,-80863000.0,936612190.6242838,-0.08633562621697467,-0.5568655267162956
BBSI,71000000.0,919418698.6096649,0.07722270615919107,0.15310897477367905
BCAB,-73943000.0,-23276274.797967672,3.176754039974481,-1.8924805487305487
BCAX,-82389000.0,451633085.6795311,-0.18242463320869592,-0.16716817050183524
BCDA,-8001000.0,12482680.93273449,-0.6409680775399968,-3.4280205655526994
BCG,879000.0,65001474.33000088,0.013522770199603074,0.017818771538617474
BCPC,182981000.0,5179022884.406311,0.035331181978543375,0.10657700842802975
BCRX,11562000.0,2373082379.1981144,0.004872144389655324,0.03305118903667876
BDCI,-33592.0,349551484.6002817,-9.610029274632618e-05,
BDSX,-34673000.0,83411000.30517578,-0.415688576724196,-0.3081441851371287
BDTX,-78781000.0,140151016.40342045,-0.5621150814435143,-0.6433045083004663
BEAG,-253368.0,332262400.57525635,-0.0007625539319565982,
BEAM,-415568000.0,2815128160.8876953,-0.14761956694325376,-0.3651627586146296
BEAT,-19887000.0,79943119.18327355,-0.24876437400957635,-9.451996197718632
BEEM,-11342000.0,29136007.003349066,-0.38927777573283406,-0.1779388462684928
BEEP,5449000.0,312483995.96595764,0.017437693034985446,0.007175297697821074
BELFA,65886000.0,2505264122.780884,0.026299023484544007,0.07363835104456794
BELFB,65886000.0,2541900704.435211,0.025919973933300953,0.07363835104456794
BENF,14185000.0,188279371.27828074,0.07534017085193195,0.07927459692066952
BETR,-188016000.0,1087031412.479065,-0.17296280295268926,-0.3903994817264986
BFRG,-6975489.0,,,-1.4040867634596688
BFRI,-15631000.0,8312361.498499751,-1.8804523844182122,-1.4129078911687607
BGC,264218000.0,4950236839.259682,0.05337481994892074,0.09040103574327034
BGIN,103451130.0,206947120.5694642,0.4998916134485448,0.3663784738037259
BGLC,-1573702.0,5312112.901039124,-0.2962478451262137,-0.15397086210071287
BGM,-357356.0,787660574.9170656,-0.0004536928867331296,-0.006042680646739102
BGMS,-12004000.0,829493.1200507879,-14.471488322006845,5.5394554683894786
BHAT,-9340827.0,45574157.2074523,-0.2049588532703044,-0.2349763475989669
BHF,574000000.0,1824985872.579979,0.3145229826839905,
BHST,-8167000.0,134622284.9729929,-0.06066603312845577,-0.29679834284260637
BIAF,-8935706.0,6199238.728387833,-1.4414198890391514,-1.77717833823585
BIIB,2156300000.0,31675422196.759766,0.06807486216302362,0.08274938407104097
BIOA,-68742000.0,188953596.19895554,-0.3638036077790192,-0.20752301886792454
BIOX,-31941752.0,334688198.26040375,-0.09543734187826891,-0.061829264286281
BIRD,-93953000.0,23409128.949956894,-4.013519691435294,-0.46878757790007836
BITF,-66615000.0,1632079503.1310291,-0.04081602634688067,-0.06315744563851926
BIVI,-17209400.0,-7019056.170292497,2.4518111242416305,-0.876819706336168
BIYA,66727.0,4064918.414539814,0.01641533560952271,0.10341038706637903
BJDX,-6894766.0,-2884181.7311969995,2.3905449248992086,-0.9107606556008464
BJRI,13749000.0,1416120131.1829376,0.009708922073238908,0.008124580445696673
BKHA,-576076.0,,,
BKNG,8587000000.0,177412171350.98145,0.04840141425816835,0.6383437407077015
BKR,3463000000.0,50853036547.449745,0.06809819501670776,0.11354470638381586
BKYI,-4147935.0,7362545.809885025,-0.5633832518136516,-0.9701423942497814
BL,133456000.0,3524254768.4666634,0.0378678639223532,0.09284509237132194
BLBD,176766000.0,1353517014.0938683,0.13059754562327286,0.3556681428660535
BLBX,-3470964.0,41961428.43382263,-0.08271796574976129,-0.5866015173380488
BLFS,-7129000.0,1158229841.5131912,-0.006155082302737239,-0.018588775810863312
BLIN,-2431000.0,9118387.009270668,-0.2666041699621217,-0.23099581908019765
BLIV,-5504614.0,37435505.66891861,-0.1470425977061207,42.38459110053668
BLKB,-255957000.0,4032609905.718109,-0.06347179766559154,-0.18791379181233656
BLMN,3786000.0,2772211813.056904,0.0013656965106952621,0.0008616594979297186
BLNE,-4002000.0,64579724.391117096,-0.06196991451624208,-0.07416742341407365
BLNK,-196987000.0,75094930.53496552,-2.6231730770198847,-0.9533458841293733
BLZE,-44867000.0,297606744.9006405,-0.1507593519595108,-0.26773960627055027
BMBL,-705301000.0,1000591257.7097654,-0.7048842317634778,-0.2931371994859612
BMEA,-144070000.0,44527842.90427101,-3.235503689449577,-2.091517500689575
BMGL,-12301549.0,13534061.251633644,-0.9089325643856627,-1.2791559091589237
BMHL,13572000.0,89128548.86620903,0.15227444149655062,
BMRA,-5137000.0,6254345.395658016,-0.8213489462168629,-1.07716502411407
BMRN,554102000.0,11438400694.468903,0.048442261711284414,0.07462660234157796
BNAI,-33512484.0,23269389.228982687,-1.4401961164609876,-7.131458295339658
BNBX,-16046595.0,5423004.967348695,-2.9589858568477716,-6.659722622835702
BNC,-3172084.0,233383450.73260307,-0.013591726362956155,-0.3310171788357478
BNGO,-109611000.0,13250424.230795503,-8.272263445365883,-1.722143665158371
BNKK,-48235903.0,21348097.182868004,-2.2594942578165536,28.9674676835768
BNRG,-6528000.0,2910506.4914107323,-2.2429085862769735,-0.4480439258750858
BNTC,-41765000.0,314192435.2656727,-0.132928089005977,-0.4228039805225701
BNZI,-28466288.0,28230716.75453472,-1.0083445010452112,11.341304224838105
BODI,-64521000.0,74619094.05574131,-0.8646714465844638,-1.0285509325681492
BOF,-3888285.0,47625985.20127201,-0.0816420906269494,-0.40194496920766926
BOLD,-73267000.0,49698581.43954253,-1.4742271887403475,-0.29349768060440484
BOLT,-68236000.0,29386290.730505943,-2.3220351498518363,-0.627913610806931
BON,1019194.0,24611567.17797947,0.0414111784361256,0.01685532520525473
BOOM,-132326000.0,198809227.47814178,-0.6655928483729392,-0.19275146355994296
BOSC,1497000.0,28928819.29206848,0.05174770476755814,0.05370596254574155
BOXL,-19992000.0,39157592.077305555,-0.5105523332622565,-0.4125975151690263
BRCB,-8403000.0,580077732.5205002,-0.014485989599166409,-0.023927355148809185
BRFH,-2773000.0,50421158.01246071,-0.05499675353181499,-2.679227053140097
BRID,-4263000.0,70361496.7100296,-0.06058711368191142,-0.02074099301822074
BRKR,254800000.0,10116299788.411835,0.02518707485239534,0.047713568780195496
BRLS,-20401421.0,67046281.038274884,-0.3042886299443423,-0.25374982221647596
BRLT,9185000.0,107930556.18424249,0.08510101610447349,0.03533725242763269
BRTX,-11555194.0,9926075.094422579,-1.1641251844339577,-1.2991642202576497
BRZE,-122159000.0,3591907394.0077324,-0.034009507094696835,-0.18474844907428412
BSET,-14340000.0,206014225.8188877,-0.0696068436196569,-0.03270701900838887
BSY,317829000.0,13413740313.796368,0.023694286050334887,0.11986427684085
BTAI,-44470000.0,117706760.80574512,-0.37780327736135844,-2.6217427190189837
BTBD,-2005302.0,11082637.274784088,-0.18094086725752442,-0.1283701039622043
BTCS,-8161421.0,132868751.73385859,-0.061424683332222854,-0.2399895399245864
BTCT,-1941000.0,1751178.182336688,-1.1083966323803913,-0.03676763084616696
BTDR,-583673000.0,2360051635.0,-0.24731365676242928,-0.6901581986238765
BTM,24151000.0,133596213.6872313,0.18077608139809337,0.35043603174833493
